user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
zigzagman22,David Kelker,1063582471781081089,2018-11-16 23:59:56,/zigzagman22/status/1063582471781081089,0,0,0,In front of a Grand Jury or anothe Confressional Dog & Pony Circus https://twitter.com/NastromKenneth/status/1063577007865311233 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">In front of a Grand Jury <strong>or</strong> anothe Confressional <strong>Dog</strong> &amp; Pony Circus <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/NastromKenneth/status/1063577007865311233"" dir=""ltr"" href=""https://t.co/R2NSIlksrI"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/NastromKenneth/status/1063577007865311233""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/NastromKenneth</span><span class=""invisible"">/status/1063577007865311233</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
MelissaBerryman,Melissa Berryman,1063582414272905216,2018-11-16 23:59:42,/MelissaBerryman/status/1063582414272905216,0,0,0,".My #FallBack is for EVERYONE to not only ask the owner but #ASKtheDog if it wants to be molested by a stranger @AriMelber #TheBeat #StrangerDanger #ItsEasy dogs will actually say yes or no, if you tap the side of your leg and respect their decision to engage or not. pic.twitter.com/gDszqZDje9","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.My <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FallBack?src=hash""><s>#</s><b>FallBack</b></a> is for EVERYONE to not only ask the owner but <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ASKtheDog?src=hash""><s>#</s><b>ASKtheDog</b></a> if it wants to be molested by a stranger <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15441965"" dir=""ltr"" href=""/AriMelber""><s>@</s><b>AriMelber</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TheBeat?src=hash""><s>#</s><b>TheBeat</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StrangerDanger?src=hash""><s>#</s><b>StrangerDanger</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ItsEasy?src=hash""><s>#</s><b>ItsEasy</b></a> <strong>dogs</strong> will actually say yes <strong>or</strong> no, if you tap the side of your leg and respect their decision to engage <strong>or</strong> not. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/gDszqZDje9"">pic.twitter.com/gDszqZDje9</a></p>"
DogShae,Aspiring Dog Trainer Shae,1063582351870042112,2018-11-16 23:59:27,/DogShae/status/1063582351870042112,0,1,0,"Rewards can be a treat, toy, playtime, or praise that encourage the behavior so it happens again.  This is especially common for establishing obedience for puppies and service dogs.  This is the safest and most affective method for bonding and letting the dog know what you want","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Rewards can be a treat, toy, playtime, <strong>or</strong> praise that encourage the behavior so it happens again.  This is especially common for establishing obedience for puppies and service <strong>dogs</strong>.  This is the safest and most affective method for bonding and letting the <strong>dog</strong> know what you want</p>"
AngeleneMaguire,angie,1063582233762512896,2018-11-16 23:58:59,/AngeleneMaguire/status/1063582233762512896,2,0,0,when the channel 40 people come here in an hour: hey can you guys like slip the dog filter over me or something,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">when the channel 40 people come here in an hour: hey can you guys like slip the <strong>dog</strong> filter over me <strong>or</strong> something</p>"
SoujirosCorner,Andrew,1063582137864077312,2018-11-16 23:58:36,/SoujirosCorner/status/1063582137864077312,0,1,0,"It's moreso that when police get, or create, a K9 unit, they train the officer. The dog is normally trained off-site, or through another group that trains dogs for Police / Military occupation. Combat is normally just a part of the training that those groups do.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It's moreso that when police get, <strong>or</strong> create, a K9 unit, they train the officer. The <strong>dog</strong> is normally trained off-site, <strong>or</strong> through another group that trains <strong>dogs</strong> for Police / Military occupation. Combat is normally just a part of the training that those groups do.</p>"
woofyspetfoods,Woofys,1063582107174354945,2018-11-16 23:58:29,/woofyspetfoods/status/1063582107174354945,0,0,0,"Is it time for your cat or dog to get their teeth cleaned? Sedation free teeth cleaning available at our Ryan Rd location on Thursday Nov.22. 
Follow this link to book your appointment while there's still spots available. https://www.facebook.com/woofys/posts/10157071138579905 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Is it time for your cat <strong>or</strong> <strong>dog</strong> to get their teeth cleaned? Sedation free teeth cleaning available at our Ryan Rd location on Thursday Nov.22. 
Follow this link to book your appointment while there's still spots available. <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/woofys/posts/10157071138579905"" dir=""ltr"" href=""https://t.co/Uz2MENifSd"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/woofys/posts/10157071138579905""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/woofys/posts/1</span><span class=""invisible"">0157071138579905</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
CliftonPepper,Clifty Lifty,1063581923543408640,2018-11-16 23:57:45,/CliftonPepper/status/1063581923543408640,0,0,0,Does anybody else think the dogs bone in the background is a wee bit phallic or is it just me?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Does anybody else think the <strong>dogs</strong> bone in the background is a wee bit phallic <strong>or</strong> is it just me?</p>"
LiLBigBroSteve,Steve,1063581848645918720,2018-11-16 23:57:27,/LiLBigBroSteve/status/1063581848645918720,1,0,0,"Some people with animals don’t get it... personally I don’t like animals on chairs/couches/beds, etc... I don’t want cat/dog hair anywhere but on a cat or a dog ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Some people with animals don’t get it... personally I don’t like animals on chairs/couches/beds, etc... I don’t want cat/<strong>dog</strong> hair anywhere but on a cat <strong>or</strong> a <strong>dog</strong> <img alt=""🙄"" aria-label=""Emoji: Face with rolling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""Face with rolling eyes""/></p>"
peta,"PETA: Turkeys are killed at 6mo, don’t eat babies",1063581745382125568,2018-11-16 23:57:03,/peta/status/1063581745382125568,0,0,0,PETA does not want to take pit bulls away from their people (unless those people are fighters or otherwise abusive). We support a law that means no more future dogs need to be born into a world with no room for the ones it already has.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PETA does not want to take pit bulls away from their people (unless those people are fighters <strong>or</strong> otherwise abusive). We support a law that means no more future <strong>dogs</strong> need to be born into a world with no room for the ones it already has.</p>"
Tzupremacy,ㅁㅅ| YES or YES,1063581706102333440,2018-11-16 23:56:53,/Tzupremacy/status/1063581706102333440,0,1,0,The dog is just a dog though... also I’m gonna use squirrel for sana so there’ll be no confusion  pic.twitter.com/tTRxadxFtC,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The <strong>dog</strong> is just a <strong>dog</strong> though... also I’m gonna use squirrel for sana so there’ll be no confusion <img alt=""🤷‍♂️"" aria-label=""Emoji: Man shrugging"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f937-200d-2642-fe0f.png"" title=""Man shrugging""/> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tTRxadxFtC"">pic.twitter.com/tTRxadxFtC</a></p>"
